5 1620375823 
25 1620377248 
5 1620377620 
5 1620378166 
5 1620378733 
5 1620378766 
5 1620381107 
25 1620381757 
5 1620382505 
5 1620385482 
25 1620386896 
25 1620387811 
25 1620388009 
25 1620388133 
25 1620388457 
25 1620388588 
25 1620388864 
25 1620388867 
25 1620389922 
25 1620389976 
5 1620394165 
5 1620394271 
5 1620397561 
5 1620398122 
25 1620401433 
5 1620411106 
25 1620411567 
25 1620411934 
25 1620411988 
25 1620412280 
25 1620412555 
25 1620412556 
25 1620413991 
25 1620414059 
25 1620414161 
25 1620414245 
25 1620414411 
25 1620414486 
25 1620414577 
25 1620414658 
25 1620416568 
25 1620416747 
25 1620416749 
25 1620416786 
100 1620419100 
100 1620419101 
100 1620419101 
100 1620419102 
5 1620426267 
5 1620428885 
25 1620429680 
25 1620429848 
100 1620430176 
25 1620431066 
25 1620431068 
25 1620431159 
5 1620462484 
25 1620487347 
5 1620490842 
5 1620491205 
5 1620491206 
25 1620491446 
25 1620491457 
25 1620491458 
25 1620491642 
25 1620491643 
5 1620492244 
5 1620492585 
25 1620493485 
25 1620493577 
25 1620493672 
25 1620493902 
25 1620493948 
25 1620494076 
25 1620494500 
25 1620495411 
25 1620495412 
25 1620495546 
25 1620495609 
100 1620495910 
25 1620496761 
25 1620496860 
25 1620496987 
100 1620497582 
100 1620497583 
100 1620497944 
25 1620498401 
25 1620498402 
5 1620498404 
5 1620498404 
100 1620499553 
100 1620500591 
100 1620500592 
100 1620501037 
100 1620501544 
100 1620501847 
100 1620502247 
100 1620502643 
100 1620503224 
100 1620503609 
100 1620503833 
100 1620509142 
5 1620514533 
25 1620514855 
25 1620514856 
25 1620514856 
5 1620516550 
100 1620518216 
5 1620541745 
25 1620541854 
25 1620546463 
5 1620546689 
25 1620585004 
25 1620585876 
25 1620585877 
25 1620588087 
25 1620588087 
25 1620588319 
25 1620589776 
25 1620589836 
5 1620667937 
5 1620672636 
5 1620718353 
5 1620735610 
5 1620737507 
5 1620737952 
5 1620738333 
5 1620762924 
100 1620763478 
5 1620770005 
5 1620813113 
5 1620829224 
100 1620849841 
25 1620852960 
25 1620852960 
5 1620858343 
100 1620858377 
25 1620858384 
5 1621037206 
100 1621037564 
5 1621122554 
100 1621174727 
25 1621174728 
100 1621294127 
25 1621294464 
25 1621294465 
5 1621346402 
5 1621346402 
100 1621348237 
25 1621348238 
100 1621350288 
100 1621367237 
25 1621367238 
25 1621367238 
100 1621369856 
25 1621369861 
25 1621369864 
25 1621454189 
25 1621454421 
25 1621454422 
25 1621457418 
25 1621465564 
100 1621540821 
25 1621638678 
25 1621638679 
25 1621638680 
25 1621714065 
5 1621720980 
5 1621722422 
100 1621722931 
25 1621722935 
100 1621756822 
100 1621756827 
5 1621758081 
5 1621760800 
25 1621761371 
25 1621761556 
25 1621761557 
5 1621772640 
5 1621772640 
100 1621792380 
100 1621793127 
100 1621799050 
5 1621809352 
25 1621812683 
25 1621812767 
25 1621812872 
100 1621813128 
5 1621839384 
100 1621839735 
100 1621886437 
5 1621891313 
25 1621893444 
25 1621893819 
25 1621893909 
25 1621894017 
25 1621894147 
25 1621894273 
25 1621894353 
25 1621894480 
100 1621894906 
25 1621895322 
25 1621895323 
100 1621895738 
100 1621896010 
25 1621896274 
5 1621930507 
100 1621930890 
5 1621939799 
5 1621940775 
5 1621940775 
25 1621941162 
25 1621941216 
25 1621942360 
25 1621961693 
100 1621969293 
25 1621969294 
25 1621969295 
100 1621971661 
100 1621971662 
100 1621971662 
100 1621971663 
25 1621971664 
100 1621983186 
100 1622059093 
5 1622098637 
25 1622130847 
25 1622203405 
100 1622203668 
25 1622203917 
5 1622234941 
25 1622235101 
5 1622318369 
100 1622328424 
5 1622372012 
5 1622374318 
5 1622387734 
5 1622387734 
5 1622403226 
5 1622403850 
100 1622404452 
100 1622404454 
100 1622491496 
100 1622502371 
25 1622502374 
25 1622577222 
25 1622577223 
5 1622761384 
5 1622763198 
5 1622845564 
100 1622846088 
5 1622846592 
25 1622846593 
25 1622846593 
100 1622938947 
25 1622938969 
5 1622940533 
5 1622940533 
100 1623025671 
25 1623025671 
25 1623113199 
25 1623113199 
100 1623182390 
100 1623182799 
100 1623183229 
100 1623183265 
100 1623188676 
100 1623188676 
25 1623188677 
100 1623193113 
100 1623254882 
100 1623255374 
100 1623269031 
100 1623269483 
100 1623269611 
100 1623269908 
100 1623270179 
100 1623270232 
100 1623270748 
100 1623270794 
100 1623271060 
25 1623271061 
100 1623345247 
5 1623866814 
5 1623866814 
5 1623884215 
5 1623965546 
25 1623968229 
5 1623971693 
100 1623972932 
100 1623973513 
5 1623973618 
5 1623973619 
5 1624047645 
5 1624130505 
5 1624141659 
5 1624143629 
25 1624148298 
5 1624177356 
100 1624177759 
25 1624214675 
25 1624235767 
5 1624301718 
5 1624344861 
25 1624385371 
100 1624386306 
25 1624386307 
25 1624386307 
5 1624524686 
5 1624609901 
25 1624609909 
5 1624720399 
5 1624725432 
25 1624749547 
25 1624915023 
5 1624922161 
25 1624977023 
100 1624984881 
100 1624985215 
100 1624985602 
5 1624991645 
25 1624993937 
100 1624996915 
100 1624997057 
5 1625035283 
25 1625072731 
25 1625082898 
25 1625082899 
5 1625143932 
25 1625157634 
25 1625157634 
25 1625162220 
25 1625162429 
25 1625162431 
25 1625162637 
25 1625162638 
5 1625162642 
5 1625162642 
25 1625163937 
25 1625163937 
25 1625169421 
100 1625169991 
25 1625169992 
5 1625169993 
100 1625173600 
5 1625174451 
